Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class
Tall Velvet Sea-berry,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Prickly Raspwort,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Broad-fruited Haloragis,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Hal,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Rainforest Cool-skink,Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Reptilia
"Giant Burrowing Frog, Eastern Owl Frog",Endangered,-,Yes,-,-,-,-,-,-,Animalia,Amphibia
"Southern Owl Frog, Southern Giant Burrowing Frog",Endangered,-,Yes,-,-,-,-,Yes,-,Animalia,Amphibia
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
Red Snakebush,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Sargents Snakebush, Colourful Snakebush",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Grey Snake,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Reptilia
Lemuroid Ringtail Possum,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Branched Hemigenia,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"New Zealand Pigeon (Norfolk Island race), Norfolk Island New Zealand Pigeon",Extinct,-,-,-,-,-,-,-,-,Animalia,Aves
Chapman's Hensmania,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
"Douglas' Broad-headed Bee, Rottnest Bee",Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Insecta
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Bandalup Buttercup,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Basalt Guinea-flower,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Ooldea Guinea-flower,Vulnerable,-,-,-,-,Yes,-,-,Yes,Plantae,Magnoliopsida
Dergholm Guinea-flower,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Euroa Guinea-flower,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Bundanoon Guinea-flower,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Julian's Hibbertia,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Yundi Guinea-flower,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Wheeler's Buttercup,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
a shrub,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
Phillip Island Hibiscus,Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"White's Seahorse, Crowned Seahorse, Sydney Seahorse",Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Actinopterygii
Arnhem Leaf-nosed Bat,Endangered,-,-,Yes,-,-,-,-,-,Animalia,Mammalia
"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
White-throated Needletail,Vulnerable,Yes,Yes,-,Yes,Yes,Yes,Yes,-,Animalia,Aves
Belson's Panic,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Bolivia Homoranthus,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
a shrub,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Broad-headed Snake,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia
Bornemissza's Stag Beetle,Critically Endangered,-,-,-,-,-,Yes,-,-,Animalia,Insecta
Simson's Stag Beetle,Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Insecta
Vanderschoor's Stag Beetle,Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Insecta
"Orange Roughy, Deep-sea Perch, Red Roughy",Conservation Dependent,-,Yes,-,-,-,Yes,-,-,Animalia,Actinopterygii
a vine,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
Water Tassel-fern,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Lycopodopiatae
Ninghan Violet,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
a palm,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Shy Heathwren (Kangaroo Island),Vulnerable,-,-,-,-,Yes,-,-,-,Animalia,Aves
-,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
a filmy fern,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Long-leaved Myrtle,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
chittering Myrtle,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Bulloak Jewel Butterfly,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Insecta
"Downy Ground-fern, Brake Fern, Ground Fern",Vulnerable,-,-,-,-,-,-,-,-,Plantae,Polypodiatae
Scrambling Ground-fern,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Polypodiatae
Lake Pedder Earthworm,Extinct,-,-,-,-,-,Yes,-,-,Animalia,Oligochaeta
"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Endangered,-,-,-,-,-,-,-,-,Animalia,Aves
"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",Extinct,-,-,-,-,-,Yes,-,-,Animalia,Aves
Lord Howe Woodhen,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Aves
Bald Carp Gudgeon,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Actinopterygii
Glenelg Freshwater Mussel,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Bivalvia
"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Arachnida
Mistletoe,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Delicate Cress, Illawarra Irene",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Isoglossa,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Golden Bandicoot (mainland),Vulnerable,-,Yes,Yes,Yes,Yes,-,Yes,Yes,Animalia,Mammalia
Golden Bandicoot (Barrow Island),Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
Southern Brown Bandicoot (Nuyts Archipelago),Vulnerable,-,-,-,-,Yes,-,-,-,Animalia,Mammalia
"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",Endangered,Yes,Yes,-,-,Yes,-,Yes,-,Animalia,Mammalia
Fletcher's Drumsticks,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Robust Coneflower,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Albany Cone Bush, Hook-leaf Isopogon",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Sand Ixodia, Ixodia",Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida
Pungent Jacksonia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Quairading Jacksonia, Quairading Stinkwood",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Collie Jacksonia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
a shrub,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Woodland Babingtonia,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Kelleria,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Northcliffe Kennedia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Augusta Kennedia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Key's Matchstick Grasshopper,Endangered,Yes,Yes,-,-,-,-,Yes,-,Animalia,Insecta
Cape Range Remipede,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Remipedia
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Adamson's Blown-grass, Adamson's Blowngrass",Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
"Spalding Blown Grass, Spalding Blowngrass",Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
"Kuluwarri, Central Hare-wallaby",Extinct,-,-,Yes,-,-,-,-,Yes,Animalia,Mammalia
Spectacled Hare-wallaby (Barrow Island),Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
Rufous Hare-wallaby (Bernier Island),Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
"Mala, Rufous Hare-Wallaby (Central Australia)",Endangered,-,-,Yes,Yes,Yes,-,-,Yes,Animalia,Mammalia
Rufous Hare-wallaby (Dorre Island),Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
"Rufous Hare-wallaby (south-western), Woorap",Extinct,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
Eastern Hare-wallaby,Extinct,-,Yes,-,Yes,Yes,-,Yes,-,Animalia,Mammalia
Banded Hare-wallaby (mainland),Extinct,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
"Banded Hare-wallaby, Merrnine, Marnine, Munning",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
Norfolk Island Long-tailed Triller,Extinct,-,-,-,-,-,-,-,-,Animalia,Aves
Prickly Honeysuckle,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Western Prickly Honeysuckle,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Fairall's Honeysuckle,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Roundleaf Honeysuckle,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Long Sunskink,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Wing-fruited Lasiopetalum,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Round-leaf Lasiopetalum,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Proston Lasiopetalum,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Northern Hairy-nosed Wombat, Yaminon",Critically Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Mammalia
"Shield-fern, Shieldfern",Endangered,-,-,-,-,-,-,-,-,Plantae,Polypodiatae
a fern,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
Swift Parrot,Critically Endangered,Yes,Yes,-,Yes,Yes,Yes,Yes,-,Animalia,Aves
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Kalbarri Leschenaultia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Scarlet Leschenaultia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Wrinkled Buttons,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Kangaroo Island Phebalium,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Rylstone Bell,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
a short-tongued bee,Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Insecta
Malleefowl,Vulnerable,-,Yes,Yes,-,Yes,-,Yes,Yes,Animalia,Aves
-,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
-,Critically Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Spiny Peppercress,Vulnerable,-,Yes,-,-,-,-,Yes,Yes,Plantae,Magnoliopsida
Drummond's Lepidium,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Ginninderra Peppercress,Critically Endangered,Yes,-,-,-,-,-,-,-,Plantae,Magnoliopsida
"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,Yes,Yes,-,-,-,Yes,Yes,-,Plantae,Magnoliopsida
Winged Pepper-cress,Endangered,-,Yes,-,Yes,Yes,-,Yes,-,Plantae,Magnoliopsida
Wandering Pepper-cress,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Erect Pepper-cress,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida
"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,-,Yes,Yes,Yes,-,-,-,Yes,Animalia,Reptilia
"Christmas Island Gecko, Lister's Gecko",Critically Endangered,-,-,-,-,-,-,-,-,Animalia,Reptilia
"Little Mountain Palm, Moorei Palm",Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Beaked Lepidosperma,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",Extinct,-,Yes,Yes,-,Yes,-,Yes,Yes,Animalia,Mammalia
"Wopilkara, Greater Stick-nest Rat",Vulnerable,-,Yes,-,-,Yes,-,-,Yes,Animalia,Mammalia
Diels' Currant Bush,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Deane's Tea-tree,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Stringybark Tea-tree,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Monga Tea-tree,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Allan's Lerista, Retro Slider",Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
Nubbined Fine-lined Slider,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
Nevin's Slider,Endangered,-,-,-,-,-,-,-,Yes,Animalia,Reptilia
Rochford Slider,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
"Imperial Shag (Heard Island), Heard Shag",Vulnerable,-,-,-,-,-,-,-,-,Animalia,Aves
Imperial Shag (Macquarie Island),Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Aves
"Hoary Sunray, Grassland Paper-daisy",Endangered,Yes,Yes,-,Yes,-,Yes,Yes,-,Plantae,Magnoliopsida
Blind Velvet Worm,Endangered,-,-,-,-,-,Yes,-,-,Animalia,Onychophora (no class)
Torrington Beard-heath,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Small-flowered Leucopogon,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Woronora Beard-heath,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Stirling Range Beard Heath,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Thick-margined Leucopogon,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Hidden Beard-heath,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Ironstone Beard-heath,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Western Australian Lewin's Rail, Lewin's Rail (western)",Extinct,-,-,-,-,-,-,-,Yes,Animalia,Aves
Pilbara Olive Python,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Reptilia
"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Aves
Asian Dowitcher,Vulnerable,-,Yes,Yes,Yes,-,-,-,Yes,Animalia,Aves
Baudin's Sea-lavender,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
"Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit",Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
"Northern Siberian Bar-tailed Godwit, Russkoye Bar-tailed Godwit",Endangered,-,-,Yes,Yes,-,-,-,Yes,Animalia,Aves
Black-tailed Godwit,Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Granite Mudwort,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
Guthega Skink,Endangered,-,Yes,-,-,-,-,Yes,-,Animalia,Reptilia
"Great Desert Skink, Tjakura, Warrarna, Mulyamiji, Tjalapa, Nampu",Vulnerable,-,-,Yes,-,Yes,-,-,Yes,Animalia,Reptilia
Mountain Skink,Endangered,Yes,Yes,-,-,-,-,Yes,-,Animalia,Reptilia
"Jurien Bay Skink, Jurien Bay Rock-skink",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Reptilia
"Slater's Skink, Floodplain Skink",Endangered,-,-,Yes,-,-,-,-,-,Animalia,Reptilia
"Swamp Skink, Eastern Mourning Skink",Endangered,-,Yes,-,-,Yes,-,Yes,-,Animalia,Reptilia
"Broad-toothed Stag Beetle, Wielangta Stag Beetle",Endangered,-,-,-,-,-,Yes,-,-,Animalia,Insecta
Green and Golden Bell Frog,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,Animalia,Amphibia
Booroolong Frog,Endangered,Yes,Yes,-,-,-,-,Yes,-,Animalia,Amphibia
"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Critically Endangered,Yes,Yes,-,-,-,-,-,-,Animalia,Amphibia
Davies' Tree Frog,Vulnerable,-,Yes,-,-,-,-,-,-,Animalia,Amphibia
"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
Kroombit Treefrog,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
"Northern Heath Frog, Littlejohn's Tree Frog",Endangered,-,Yes,-,-,-,-,-,-,Animalia,Amphibia
Armoured Mist Frog,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
Kuranda Tree Frog,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
"Mountain Mist Frog, Nyakala Frog",Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
Wallum Sedge Frog,Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Amphibia
Peppered Tree Frog,Vulnerable,-,Yes,-,-,-,-,-,-,Animalia,Amphibia
"Southern Bell Frog, Growling Grass Frog, Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Yes,Yes,-,-,Yes,Yes,Yes,-,Animalia,Amphibia
Spotted Tree Frog,Critically Endangered,-,Yes,-,-,-,-,Yes,-,Animalia,Amphibia
"New England Tree Frog, Glandular Frog",Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Amphibia
"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Vulnerable,Yes,Yes,-,-,-,-,Yes,-,Animalia,Amphibia
"Southern Heath Frog, Watson's Tree Frog",Endangered,-,Yes,-,-,-,-,Yes,-,Animalia,Amphibia
Waxy Cabbage Palm,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
"Central Australian Cabbage Palm, Red Cabbage Palm",Endangered,-,-,Yes,-,-,-,-,-,Plantae,Liliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Kangaroo Island Logania,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
King's Lomatia,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
"Major Mitchell's Cockatoo (eastern), Eastern Major Mitchell's Cockatoo, Pink Cockatoo (eastern)",Endangered,-,Yes,-,Yes,Yes,-,Yes,-,Animalia,Aves
Tall Yellow-top,Endangered,-,-,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida
"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",Endangered,-,-,Yes,-,-,-,-,-,Animalia,Reptilia
a green alga,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Streptophyta (no class)
-,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Lycopodopiatae
Woolly Lysiosepalum,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Bulberin Nut, Bulburin Nut Tree",Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Small-fruited Queensland Nut, Gympie Nut",Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Keighery's Macarthuria,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Clarence River Cod, Eastern Freshwater Cod",Endangered,-,Yes,-,-,-,-,-,-,Animalia,Actinopterygii
Trout Cod,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,Animalia,Actinopterygii
Mary River Cod,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii
Murray Cod,Vulnerable,Yes,Yes,-,Yes,Yes,-,Yes,-,Animalia,Actinopterygii
Macquarie Perch,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,Animalia,Actinopterygii
Ghost Bat,Vulnerable,-,-,Yes,Yes,Yes,-,-,Yes,Animalia,Mammalia
"Southern Giant-Petrel, Southern Giant Petrel",Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Northern Giant Petrel,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Greater Bilby,Vulnerable,-,Yes,Yes,Yes,Yes,-,-,Yes,Animalia,Mammalia
"Yallara, Lesser Bilby, Djoonpi",Extinct,-,-,Yes,Yes,Yes,-,-,Yes,Animalia,Mammalia
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Cycadatae
cycad,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae
MacDonnell Ranges Cycad,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Cycadatae
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae
Pineapple Zamia,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae
cycad,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae
Chariot Wheels,Vulnerable,-,Yes,-,Yes,-,-,Yes,-,Plantae,Magnoliopsida
Purple-crowned Fairy-wren (western),Endangered,-,-,Yes,-,-,-,-,Yes,Animalia,Aves
"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Aves
