Species,Common_name,Official_country,Probable_starting_year_adjusted,Probable_ending_year_adjusted,Cost_estimate_per_year_2017_USD_exchange_rate,Impacted_sector,Type_of_cost,Method_reliability
Equus caballus,Horses ,Australia,2008,2008,9549.66,Authorities-Stakeholders,Control/Prevention,High
Equus caballus,Horses ,Australia,2008,2008,105046.21,Authorities-Stakeholders,Control/Prevention,High
Equus caballus,Horses ,Australia,2008,2008,43928.42,Authorities-Stakeholders,Control/Prevention,High
Cervus sp.,Deer,Australia,2008,2008,368616.71,Authorities-Stakeholders,Control/Prevention,High
Diverse/Unspecified,Diverse (may include non invasive pests),Australia,2008,2008,467933.13,Authorities-Stakeholders,Control/Prevention,High
Diverse/Unspecified,Diverse (may include non invasive pests),Australia,2008,2008,965470.19,Authorities-Stakeholders,Control/Prevention,High
Diverse/Unspecified,Diverse (may include non invasive pests),Australia,2008,2008,1661640.09,Authorities-Stakeholders,Control/Prevention,High
Diverse/Unspecified,Diverse (may include non invasive pests),Australia,2008,2008,420184.85,Authorities-Stakeholders,Control/Prevention,High
Diverse/Unspecified,Diverse (may include non invasive pests),Australia,2008,2008,2079915.00,Authorities-Stakeholders,Control/Prevention,High
Diverse/Unspecified,Diverse (may include non invasive pests),Australia,2008,2008,2864.90,Authorities-Stakeholders,Control/Prevention,High
Canis lupus/Vulpes vulpes,Dingo/Dog/Red fox,Australia,2009,2009,43244822.15,Agriculture,Damage-Loss,High
Oryctolagus cuniculus,European (common) rabbit,Australia,2009,2009,183574403.67,Agriculture,Damage-Loss,High
Vulpes vulpes,Red fox,Australia,2009,2009,18846651.32,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,Australia,2009,2009,8189159.60,Agriculture,Damage-Loss,High
Mus musculus,House mouse,Australia,2009,2009,1782189.25,Authorities-Stakeholders,Control,High
Oryctolagus cuniculus,European (common) rabbit,Australia,1987,1987,6042006.08,Authorities-Stakeholders,Control,Low
Canis lupus/Vulpes vulpes,Dingo/Dog,Australia,2000,2000,1386464.28,Authorities-Stakeholders,Control/Prevention,Low
Vulpes vulpes,Red fox,Australia,1992,1992,302266.19,Authorities-Stakeholders,Control,High
Vulpes vulpes,Red fox,Australia,1992,1992,577319.60,Authorities-Stakeholders,Control,High
Vulpes vulpes,Red fox,Australia,1992,1992,320733.11,Authorities-Stakeholders,Control,High
Vulpes vulpes,Red fox,Australia,2001,2011,567.44,Authorities-Stakeholders,Control,High
Oryctolagus cuniculus,European (common) rabbit,Australia,2001,2011,1564.81,Authorities-Stakeholders,Control,High
Bubalus bubalis,Swamp buffalo,Australia,2008,2008,79372.92,Authorities-Stakeholders,Control,High
Felis catus,Feral Cat,New Zealand,2014,2014,42973.53,Authorities-Stakeholders,Monitoring,High
Oryctolagus cuniculus,European (common) rabbit,New Zealand,1883,1892,6985.82,Authorities-Stakeholders,Control,High
Felis catus,Feral Cat,Australia,1998,2003,715790.23,Authorities-Stakeholders,Control,High
Oryctolagus cuniculus,European (common) rabbit,Australia,1998,2004,1049825.68,Authorities-Stakeholders,Control,High
Vulpes vulpes,Red fox,Australia,1998,2003,3897801.29,Authorities-Stakeholders,Control,High
Canis lupus,Wild dogs,Australia,1998,2003,2336849.53,Authorities-Stakeholders,Control,High
Oryctolagus cuniculus,European (common) rabbit,Australia,1998,2003,1188476.88,Authorities-Stakeholders,Control,High
Sus scrofa,Feral pig,Australia,1998,2003,833948.18,Authorities-Stakeholders,Control,High
Capra hircus,Feral goat,Australia,1998,2003,889617.98,Authorities-Stakeholders,Control,High
Vulpes vulpes,Red fox,Australia,2003,2003,197845235.64,Agriculture/Environment,Damage-Loss,High
Vulpes vulpes,Red fox,Australia,2007,2007,1686059.35,Authorities-Stakeholders,Monitoring,High
Vulpes vulpes,Red fox,Australia,2011,2021,459930.01,Authorities-Stakeholders,Monitoring,High
Diverse/Unspecified,NA,New Zealand,2007,2007,22.59,Authorities-Stakeholders,Control,Low
Trichosurus vulpecula,Common brushtail possum,New Zealand,1978,1984,360601.01,Authorities-Stakeholders,Funding,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,1989,1989,3547476.61,Authorities-Stakeholders,Funding,Low
Trichosurus vulpecula,Common brushtail possum,New Zealand,1994,1994,6299062.52,Authorities-Stakeholders,Funding,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,1995,1995,12080393.88,Authorities-Stakeholders,Funding,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,2001,2001,28475214.14,Authorities-Stakeholders,Control,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,1977,1977,11776013.97,Authorities-Stakeholders,Control,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,2003,2003,38687475.95,Authorities-Stakeholders,Control,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,2013,2013,56950428.28,Public and social welfare,Personal loss,High
Felis catus,Feral Cat,Australia,2012,2032,193449.68,Authorities-Stakeholders,Control/Education,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,2012,2012,86497320.67,Authorities-Stakeholders,Control,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,2012,2012,129745.98,Authorities-Stakeholders,Control,High
Rattus rattus,Black rat,New Zealand,2012,2012,691.98,Authorities-Stakeholders,Control,High
Mustela putorius/Trichosurus vulpecula,European domestic ferret/Common brushtail possum,New Zealand,2000,2009,51773.12,Authorities-Stakeholders/Health,Control,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,2007,2007,36888.35,Authorities-Stakeholders/Health,Control,High
Mustela putorius,Ferret,New Zealand,2007,2007,24592.23,Authorities-Stakeholders/Health,Control,High
Sus scrofa,Feral pig,Australia,1995,1995,119238945.81,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,Australia,1984,1984,3057377.65,Authorities-Stakeholders,Control,High
Sus scrofa,Feral pig,Australia,1989,1989,671545.81,Agriculture,Damage-Loss,Low
Sus scrofa,Feral pig,Australia,1990,1990,931164.04,Agriculture,Damage-Loss,Low
Sus scrofa,Feral pig,Australia,1991,1991,724623.32,Agriculture,Damage-Loss,Low
Canis lupus/Oryctolagus cuniculus/Sus scrofa,Dingo/Dog/European rabbits/Feral pig,Australia,1984,1984,11959150.43,Authorities-Stakeholders,Control,Low
Sus scrofa,Feral pig,Australia,1995,1995,21.22,Public and social welfare,Control,Low
Sus scrofa,Feral pig,Australia,1987,1987,168.42,Authorities-Stakeholders,Control,Low
Sus scrofa,Feral pig,United States of America,1984,1984,1474.73,Authorities-Stakeholders,Control,Low
Sus scrofa,Feral pig,Australia,1983,1983,1895.64,Authorities-Stakeholders,Research,High
Sus scrofa,Feral pig,Australia,1988,1988,104229.38,Authorities-Stakeholders,Control,Low
Sus scrofa,Feral pig,Australia,1996,2096,8188.14,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,Australia,1996,2096,3066.83,Authorities-Stakeholders,Control,High
Sus scrofa,Feral pig,Australia,1996,1996,274.25,Authorities-Stakeholders,Control,High
Sus scrofa,Feral pig,Australia,1996,1996,1429.67,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Rodents,United States of America,2015,2015,1843470.50,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Predators,United States of America,2015,2015,850185.02,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Ungulates,United States of America,2015,2015,707084.57,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Predators,United States of America,2015,2015,2246466.61,Authorities-Stakeholders,Eradication,High
Rattus rattus,Black rat,United States of America,2012,2012,1312.90,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,The Bahamas,,2012,,Authorities-Stakeholders,Eradication,High
Rattus exulans/Rattus tanezumi,Polynesian rat/Tanezumi rat,United States of America,,2012,,Authorities-Stakeholders,Eradication,High
Rattus rattus,Black rat,United States of America,2011,2011,2015927.58,Authorities-Stakeholders,Funding,High
Diverse/Unspecified,Rodents,France,,2011,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,Ecuador,,2011,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,New Zealand,,2011,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Predators,United States of America,,2011,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Predators,New Zealand,,2011,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,New Zealand,,2009,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Ungulates,Ecuador,,2009,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Predators,Ecuador,,2009,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,Mexico,,2009,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,Mexico,2009,2009,41825.32,Authorities-Stakeholders,Prevention,High
Diverse/Unspecified,Rodents,United States of America,,2008,,Authorities-Stakeholders,Eradication,High
Rattus exulans,Polynesian rat,New Zealand,,2004,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,United States of America,2008,2010,946988.27,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Predators,Australia,1998,2002,683372.24,Authorities-Stakeholders,Eradication,High
Rattus exulans/Rattus norvegicus,Polynesian rat/Brown rat,New Zealand,2002,2002,989449.65,Authorities-Stakeholders,Eradication,High
Rattus exulans/Rattus norvegicus,Polynesian rat/Brown rat,New Zealand,1996,1996,612407.63,Authorities-Stakeholders,Eradication,High
Rattus exulans,Polynesian rat,New Zealand,1998,1998,571275.78,Authorities-Stakeholders,Eradication,High
Rattus exulans/Rattus norvegicus,Polynesian rat/Brown rat,New Zealand,2000,2000,204059.71,Authorities-Stakeholders,Eradication,High
Rattus norvegicus,Brown rat,New Zealand,2001,2001,2879229.92,Authorities-Stakeholders,Eradication,High
Rattus exulans/Rattus norvegicus,Polynesian rat/Brown rat,New Zealand,2006,2006,285066.61,Authorities-Stakeholders,Eradication,High
Mus musculus/Rattus rattus,House mouse/Black rat,New Zealand,2007,2007,70266.92,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Predators,Australia,,2001,,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,New Zealand,2002,2002,149463.16,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,United States of America,1998,2005,39603.60,Authorities-Stakeholders,Eradication,High
Capra hircus/Sus scrofa,Feral goat/Feral pig,United States of America,2002,2002,315662.76,Authorities-Stakeholders,Eradication,High
Capra hircus,Feral goat,Australia,2002,2002,107655.02,Authorities-Stakeholders,Eradication,Low
Diverse/Unspecified,Rodents,New Zealand,1994,1994,32474.89,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,New Zealand,1994,1994,40915.91,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,New Zealand,1993,1993,27577.11,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Rodents,New Zealand,1992,1992,33562.93,Authorities-Stakeholders,Eradication,High
Rattus exulans,Polynesian rat,New Zealand,,1989,,Authorities-Stakeholders,Eradication,High
Rattus exulans,Polynesian rat,New Zealand,,1989,,Authorities-Stakeholders,Eradication,High
Rattus exulans,Polynesian rat,New Zealand,1987,1987,7610.67,Authorities-Stakeholders,Eradication,High
Rattus exulans,Polynesian rat,New Zealand,1984,1984,11175.38,Authorities-Stakeholders,Eradication,High
Sus scrofa,Feral pig,United States of America,2005,2005,2011267.58,Authorities-Stakeholders,Eradication,High
Dama dama,Fallow deer,Italy,2008,2013,63287.41,Authorities-Stakeholders,Monitoring,High
Sciurus carolinensis,Grey squirrel,United Kingdom,2011,2011,17269285.10,Forestry,Damage-Loss,High
Sciurus carolinensis,Grey squirrel,United Kingdom,1983,1983,34.54,Authorities-Stakeholders,Control,High
Sciurus carolinensis,Grey squirrel,United Kingdom,1966,1996,4.33,Forestry,Damage-Loss,Low
Canis lupus/Felis catus/Herpestes javanicus,Feral cats/Feral dogs/Mongooses,United States of America,2000,2011,36827.32,Authorities-Stakeholders,Control,High
Canis lupus/Felis catus/Herpestes javanicus,Feral cats/Feral dogs/Mongooses,United States of America,2011,2011,316017.35,Authorities-Stakeholders,Control,High
Canis lupus/Felis catus/Herpestes javanicus,Feral cats/Feral dogs/Mongooses,United States of America,2011,2011,4358.86,Authorities-Stakeholders,Control,High
Canis lupus/Felis catus/Herpestes javanicus,Feral cats/Feral dogs/Mongooses,United States of America,2013,2013,60483.54,Authorities-Stakeholders,Eradication,High
Canis lupus/Felis catus/Herpestes javanicus,Feral cats/Feral dogs/Mongooses,United States of America,2011,2011,10897.15,Authorities-Stakeholders,Prevention,High
Sus scrofa,Feral pig,Brazil,2015,2015,388569.05,Agriculture,Damage-Loss,High
Capra hircus/Cervus elaphus/Rupicapra rupicapra,Feral goat/Red deer/Alpine chamois,New Zealand,2013,2013,47470.13,Authorities-Stakeholders,Monitoring/Research,High
Capra hircus/Cervus elaphus/Rupicapra rupicapra,Feral goat/Red deer/Alpine chamois,New Zealand,2014,2014,27411.82,Authorities-Stakeholders,Monitoring/Research,High
Diverse/Unspecified,Predators (cats and foxes),Australia,2012,2012,2022.93,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Mammalian pests,Australia,2010,2010,4124591.26,Authorities-Stakeholders,Research,High
Felis catus/Canis lupus,Feral cats/Dingoes,Australia,2012,2012,119544.16,Authorities-Stakeholders,Control,High
Felis catus/Canis lupus,Feral cats/Dingoes,Australia,2012,2012,7258.23,Authorities-Stakeholders,Control,High
Felis catus/Canis lupus,Feral cats/Dingoes,Australia,2012,2012,1102.11,Authorities-Stakeholders,Eradication,High
Vulpes vulpes,Red fox,Australia,2014,2014,149334.31,Authorities-Stakeholders,Eradication,High
Vulpes vulpes,Red fox,Australia,2011,2014,192770.68,Authorities-Stakeholders,Eradication,High
Erinaceus europaeus/Felis catus/Mus musculus/Mustela erminea/Oryctolagus cuniculus/Rattus norvegicus/Rattus exulans/Rattus rattus,Hedgehog/Cat/House mouse/Stoat/Rabbit/Polynesian Rat/Black rat,New Zealand,2013,2015,1622704.54,Authorities-Stakeholders,Eradication,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,1999,1999,45416391.85,Agriculture,Damage-Loss,Low
Diverse/Unspecified,Diverse (predators),New Zealand,2014,2014,130358432.24,Environment,Damage-Loss,High
Diverse/Unspecified,Diverse (predators),New Zealand,2011,2011,856.85,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Diverse (predators),New Zealand,2014,2014,373844.52,Authorities-Stakeholders,Control,High
Felis catus/Rattus rattus/Trichosurus vulpecula,Cat/Black rat/Common brushtail possum,New Zealand,2008,2008,39890785.15,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Diverse (predators),New Zealand,2013,,,Authorities-Stakeholders,Control/Eradication,High
Diverse/Unspecified,Diverse (predators),New Zealand,2015,2065,156009658.07,Authorities-Stakeholders,Control/Eradication,High
Diverse/Unspecified,Diverse predators,New Zealand,2015,2065,160841815.62,Agriculture/Environment/Forestry,Damage-Loss,High
Neovison vison,American mink,Argentina/Chile,2010,2010,2248.23,Authorities-Stakeholders,Control,High
Neovison vison,American mink,Argentina/Chile,2010,2010,562.06,Authorities-Stakeholders,Control,High
Mus musculus,House mouse,Mexico,2017,2017,312623.20,Authorities-Stakeholders,Eradication,High
Mus musculus,House mouse,Mexico,2017,2017,15000.00,Authorities-Stakeholders,Monitoring,High
Mustela erminea,Stoat,New Zealand,2015,2015,44905.38,Authorities-Stakeholders,Control,High
Rattus rattus,Black rat,New Zealand,2015,2015,672.22,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Rodents,Portugal,2009,2013,2752.75,Authorities-Stakeholders,Control,High
Neovison vison,American mink,Diverse/Unspecified,2014,2014,1236.35,Authorities-Stakeholders,Eradication,High
Felis catus,Feral Cat,United States of America,2012,2014,53415.20,Authorities-Stakeholders,Eradication,High
Rattus norvegicus,Brown rat,Canada,2014,2014,55658.60,Authorities-Stakeholders,Eradication,High
Rattus spp./Trichosurus vulpecula,Rats/Common brushtail possum,New Zealand,2012,2012,10854.81,Authorities-Stakeholders,Control,High
Rattus spp./Trichosurus vulpecula,Rats/Common brushtail possum,New Zealand,2013,2013,237038.55,Authorities-Stakeholders,Control,High
Sus scrofa,Feral pig,United States of America,2014,2014,22763842.49,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,United States of America,2014,2014,20898706.35,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,United States of America,2014,2014,6389719.41,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,United States of America,2014,2014,5498254.80,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,United States of America,2014,2014,16729641.30,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,United States of America,2014,2014,19770229.59,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,United States of America,2014,2014,518864.43,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,United States of America,2014,2014,5000742.81,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,United States of America,2014,2014,9338492.18,Agriculture,Damage-Loss,High
Sus scrofa,Feral pig,United States of America,2014,2014,95890631.32,Agriculture,Damage-Loss,High
Sciurus carolinensis,Grey squirrel,Ireland,2014,2014,7948.24,Authorities-Stakeholders,Monitoring,High
Trichosurus vulpecula,Common brushtail possum,New Zealand,2014,2014,46383547.57,Authorities-Stakeholders,Control,High
Mus musculus/Mustela erminea/Trichosurus vulpecula/Rattus rattus,House mouse/Black rat/Common brushtail possum/Stoat,New Zealand,2015,2015,22736827146.82,Authorities-Stakeholders,Eradication,High
